,日期,收益率,time
937,2016-12-05,2.55,2016-12-05
938,2016-12-04,2.537,2016-12-04
939,2016-12-03,2.53,2016-12-03
940,2016-12-02,2.524,2016-12-02
941,2016-12-01,2.517,2016-12-01
942,2016-11-30,2.516,2016-11-30
943,2016-11-29,2.511,2016-11-29
944,2016-11-28,2.505,2016-11-28
945,2016-11-27,2.509,2016-11-27
946,2016-11-26,2.5,2016-11-26
947,2016-11-25,2.493,2016-11-25
948,2016-11-24,2.495,2016-11-24
949,2016-11-23,2.488,2016-11-23
950,2016-11-22,2.483,2016-11-22
951,2016-11-21,2.475,2016-11-21
952,2016-11-20,2.468,2016-11-20
953,2016-11-19,2.467,2016-11-19
954,2016-11-18,2.463,2016-11-18
955,2016-11-17,2.46,2016-11-17
956,2016-11-16,2.453,2016-11-16
957,2016-11-15,2.448,2016-11-15
958,2016-11-14,2.444,2016-11-14
959,2016-11-13,2.434,2016-11-13
960,2016-11-12,2.434,2016-11-12
961,2016-11-11,2.434,2016-11-11
962,2016-11-10,2.424,2016-11-10
963,2016-11-09,2.425,2016-11-09
964,2016-11-08,2.423,2016-11-08
965,2016-11-07,2.42,2016-11-07
966,2016-11-06,2.429,2016-11-06
967,2016-11-05,2.422,2016-11-05
968,2016-11-04,2.416,2016-11-04
969,2016-11-03,2.409,2016-11-03
970,2016-11-02,2.404,2016-11-02
971,2016-11-01,2.399,2016-11-01
972,2016-10-31,2.396,2016-10-31
973,2016-10-30,2.39,2016-10-30
974,2016-10-29,2.389,2016-10-29
975,2016-10-28,2.389,2016-10-28
976,2016-10-27,2.388,2016-10-27
977,2016-10-26,2.386,2016-10-26
978,2016-10-25,2.383,2016-10-25
979,2016-10-24,2.383,2016-10-24
980,2016-10-23,2.37,2016-10-23
981,2016-10-22,2.367,2016-10-22
982,2016-10-21,2.364,2016-10-21
983,2016-10-20,2.364,2016-10-20
984,2016-10-19,2.364,2016-10-19
985,2016-10-18,2.361,2016-10-18
986,2016-10-17,2.359,2016-10-17
987,2016-10-16,2.357,2016-10-16
988,2016-10-15,2.356,2016-10-15
989,2016-10-14,2.355,2016-10-14
990,2016-10-13,2.35,2016-10-13
991,2016-10-12,2.346,2016-10-12
992,2016-10-11,2.345,2016-10-11
993,2016-10-10,2.343,2016-10-10
994,2016-10-09,2.343,2016-10-09
995,2016-10-08,2.344,2016-10-08
996,2016-10-07,2.344,2016-10-07
997,2016-10-06,2.344,2016-10-06
998,2016-10-05,2.347,2016-10-05
999,2016-10-04,2.348,2016-10-04
1000,2016-10-03,2.349,2016-10-03
1001,2016-10-02,2.354,2016-10-02
1002,2016-10-01,2.357,2016-10-01
1003,2016-09-30,2.36,2016-09-30
1004,2016-09-29,2.366,2016-09-29
1005,2016-09-28,2.367,2016-09-28
1006,2016-09-27,2.369,2016-09-27
1007,2016-09-26,2.37,2016-09-26
1008,2016-09-25,2.372,2016-09-25
1009,2016-09-24,2.408,2016-09-24
1010,2016-09-23,2.403,2016-09-23
1011,2016-09-22,2.395,2016-09-22
1012,2016-09-21,2.389,2016-09-21
1013,2016-09-20,2.389,2016-09-20
1014,2016-09-19,2.39,2016-09-19
1015,2016-09-18,2.386,2016-09-18
1016,2016-09-17,2.335,2016-09-17
1017,2016-09-16,2.324,2016-09-16
1018,2016-09-15,2.319,2016-09-15
1019,2016-09-14,2.319,2016-09-14
1020,2016-09-13,2.306,2016-09-13
1021,2016-09-12,2.295,2016-09-12
1022,2016-09-11,2.301,2016-09-11
1023,2016-09-10,2.309,2016-09-10
1024,2016-09-09,2.317,2016-09-09
1025,2016-09-08,2.33,2016-09-08
1026,2016-09-07,2.325,2016-09-07
1027,2016-09-06,2.329,2016-09-06
1028,2016-09-05,2.333,2016-09-05
1029,2016-09-04,2.319,2016-09-04
1030,2016-09-03,2.321,2016-09-03
1031,2016-09-02,2.322,2016-09-02
1032,2016-09-01,2.313,2016-09-01
1033,2016-08-31,2.318,2016-08-31
1034,2016-08-30,2.321,2016-08-30
1035,2016-08-29,2.342,2016-08-29
1036,2016-08-28,2.344,2016-08-28
1037,2016-08-27,2.344,2016-08-27
1038,2016-08-26,2.345,2016-08-26
1039,2016-08-25,2.348,2016-08-25
1040,2016-08-24,2.353,2016-08-24
1041,2016-08-23,2.354,2016-08-23
1042,2016-08-22,2.351,2016-08-22
1043,2016-08-21,2.359,2016-08-21
1044,2016-08-20,2.36,2016-08-20
1045,2016-08-19,2.363,2016-08-19
1046,2016-08-18,2.367,2016-08-18
1047,2016-08-17,2.366,2016-08-17
1048,2016-08-16,2.369,2016-08-16
1049,2016-08-15,2.359,2016-08-15
1050,2016-08-14,2.357,2016-08-14
1051,2016-08-13,2.361,2016-08-13
1052,2016-08-12,2.362,2016-08-12
1053,2016-08-11,2.361,2016-08-11
1054,2016-08-10,2.364,2016-08-10
1055,2016-08-09,2.371,2016-08-09
1056,2016-08-08,2.372,2016-08-08
1057,2016-08-07,2.372,2016-08-07
1058,2016-08-06,2.373,2016-08-06
1059,2016-08-05,2.374,2016-08-05
1060,2016-08-04,2.375,2016-08-04
1061,2016-08-03,2.374,2016-08-03
1062,2016-08-02,2.367,2016-08-02
1063,2016-08-01,2.368,2016-08-01
1064,2016-07-31,2.37,2016-07-31
1065,2016-07-30,2.371,2016-07-30
1066,2016-07-29,2.372,2016-07-29
1067,2016-07-28,2.376,2016-07-28
1068,2016-07-27,2.378,2016-07-27
1069,2016-07-26,2.384,2016-07-26
1070,2016-07-25,2.388,2016-07-25
1071,2016-07-24,2.393,2016-07-24
1072,2016-07-23,2.397,2016-07-23
1073,2016-07-22,2.401,2016-07-22
1074,2016-07-21,2.424,2016-07-21
1075,2016-07-20,2.428,2016-07-20
1076,2016-07-19,2.436,2016-07-19
1077,2016-07-18,2.438,2016-07-18
1078,2016-07-17,2.437,2016-07-17
1079,2016-07-16,2.439,2016-07-16
1080,2016-07-15,2.441,2016-07-15
1081,2016-07-14,2.424,2016-07-14
1082,2016-07-13,2.43,2016-07-13
1083,2016-07-12,2.436,2016-07-12
1084,2016-07-11,2.439,2016-07-11
1085,2016-07-10,2.441,2016-07-10
1086,2016-07-09,2.442,2016-07-09
1087,2016-07-08,2.442,2016-07-08
1088,2016-07-07,2.439,2016-07-07
1089,2016-07-06,2.433,2016-07-06
1090,2016-07-05,2.426,2016-07-05
1091,2016-07-04,2.426,2016-07-04
1092,2016-07-03,2.428,2016-07-03
1093,2016-07-02,2.43,2016-07-02
1094,2016-07-01,2.432,2016-07-01
1095,2016-06-30,2.435,2016-06-30
1096,2016-06-29,2.437,2016-06-29
1097,2016-06-28,2.437,2016-06-28
1098,2016-06-27,2.437,2016-06-27
1099,2016-06-26,2.441,2016-06-26
1100,2016-06-25,2.442,2016-06-25
1101,2016-06-24,2.442,2016-06-24
1102,2016-06-23,2.444,2016-06-23
1103,2016-06-22,2.447,2016-06-22
1104,2016-06-21,2.451,2016-06-21
1105,2016-06-20,2.452,2016-06-20
1106,2016-06-19,2.455,2016-06-19
1107,2016-06-18,2.486,2016-06-18
1108,2016-06-17,2.486,2016-06-17
1109,2016-06-16,2.484,2016-06-16
1110,2016-06-15,2.482,2016-06-15
1111,2016-06-14,2.48,2016-06-14
1112,2016-06-13,2.478,2016-06-13
1113,2016-06-12,2.479,2016-06-12
1114,2016-06-11,2.448,2016-06-11
1115,2016-06-10,2.447,2016-06-10
1116,2016-06-09,2.447,2016-06-09
1117,2016-06-08,2.448,2016-06-08
1118,2016-06-07,2.449,2016-06-07
1119,2016-06-06,2.448,2016-06-06
1120,2016-06-05,2.441,2016-06-05
1121,2016-06-04,2.44,2016-06-04
1122,2016-06-03,2.44,2016-06-03
1123,2016-06-02,2.438,2016-06-02
1124,2016-06-01,2.436,2016-06-01
1125,2016-05-31,2.433,2016-05-31
1126,2016-05-30,2.439,2016-05-30
1127,2016-05-29,2.439,2016-05-29
1128,2016-05-28,2.436,2016-05-28
1129,2016-05-27,2.434,2016-05-27
1130,2016-05-26,2.433,2016-05-26
1131,2016-05-25,2.432,2016-05-25
1132,2016-05-24,2.442,2016-05-24
1133,2016-05-23,2.437,2016-05-23
1134,2016-05-22,2.444,2016-05-22
1135,2016-05-21,2.444,2016-05-21
1136,2016-05-20,2.443,2016-05-20
1137,2016-05-19,2.455,2016-05-19
1138,2016-05-18,2.454,2016-05-18
1139,2016-05-17,2.444,2016-05-17
1140,2016-05-16,2.44,2016-05-16
1141,2016-05-15,2.434,2016-05-15
1142,2016-05-14,2.435,2016-05-14
1143,2016-05-13,2.437,2016-05-13
1144,2016-05-12,2.424,2016-05-12
1145,2016-05-11,2.425,2016-05-11
1146,2016-05-10,2.425,2016-05-10
1147,2016-05-09,2.434,2016-05-09
1148,2016-05-08,2.43,2016-05-08
1149,2016-05-07,2.429,2016-05-07
1150,2016-05-06,2.429,2016-05-06
1151,2016-05-05,2.434,2016-05-05
1152,2016-05-04,2.435,2016-05-04
1153,2016-05-03,2.446,2016-05-03
1154,2016-05-02,2.439,2016-05-02
1155,2016-05-01,2.462,2016-05-01
1156,2016-04-30,2.462,2016-04-30
1157,2016-04-29,2.463,2016-04-29
1158,2016-04-28,2.461,2016-04-28
1159,2016-04-27,2.467,2016-04-27
1160,2016-04-26,2.457,2016-04-26
1161,2016-04-25,2.461,2016-04-25
1162,2016-04-24,2.453,2016-04-24
1163,2016-04-23,2.456,2016-04-23
1164,2016-04-22,2.459,2016-04-22
1165,2016-04-21,2.479,2016-04-21
1166,2016-04-20,2.476,2016-04-20
1167,2016-04-19,2.479,2016-04-19
1168,2016-04-18,2.486,2016-04-18
1169,2016-04-17,2.486,2016-04-17
1170,2016-04-16,2.489,2016-04-16
1171,2016-04-15,2.493,2016-04-15
1172,2016-04-14,2.486,2016-04-14
1173,2016-04-13,2.495,2016-04-13
1174,2016-04-12,2.497,2016-04-12
1175,2016-04-11,2.51,2016-04-11
1176,2016-04-10,2.504,2016-04-10
1177,2016-04-09,2.508,2016-04-09
1178,2016-04-08,2.51,2016-04-08
1179,2016-04-07,2.489,2016-04-07
1180,2016-04-06,2.487,2016-04-06
1181,2016-04-05,2.489,2016-04-05
1182,2016-04-04,2.473,2016-04-04
1183,2016-04-03,2.477,2016-04-03
1184,2016-04-02,2.478,2016-04-02
1185,2016-04-01,2.479,2016-04-01
1186,2016-03-31,2.5,2016-03-31
1187,2016-03-30,2.504,2016-03-30
1188,2016-03-29,2.518,2016-03-29
1189,2016-03-28,2.522,2016-03-28
1190,2016-03-27,2.53,2016-03-27
1191,2016-03-26,2.535,2016-03-26
1192,2016-03-25,2.54,2016-03-25
1193,2016-03-24,2.544,2016-03-24
1194,2016-03-23,2.544,2016-03-23
1195,2016-03-22,2.543,2016-03-22
1196,2016-03-21,2.546,2016-03-21
1197,2016-03-20,2.544,2016-03-20
1198,2016-03-19,2.545,2016-03-19
1199,2016-03-18,2.546,2016-03-18
1200,2016-03-17,2.542,2016-03-17
1201,2016-03-16,2.546,2016-03-16
1202,2016-03-15,2.55,2016-03-15
1203,2016-03-14,2.559,2016-03-14
1204,2016-03-13,2.569,2016-03-13
1205,2016-03-12,2.569,2016-03-12
1206,2016-03-11,2.569,2016-03-11
1207,2016-03-10,2.576,2016-03-10
1208,2016-03-09,2.574,2016-03-09
1209,2016-03-08,2.566,2016-03-08
1210,2016-03-07,2.561,2016-03-07
1211,2016-03-06,2.556,2016-03-06
1212,2016-03-05,2.559,2016-03-05
1213,2016-03-04,2.562,2016-03-04
1214,2016-03-03,2.555,2016-03-03
1215,2016-03-02,2.56,2016-03-02
1216,2016-03-01,2.56,2016-03-01
1217,2016-02-29,2.566,2016-02-29
1218,2016-02-28,2.574,2016-02-28
1219,2016-02-27,2.574,2016-02-27
1220,2016-02-26,2.575,2016-02-26
1221,2016-02-25,2.578,2016-02-25
1222,2016-02-24,2.577,2016-02-24
1223,2016-02-23,2.58,2016-02-23
1224,2016-02-22,2.579,2016-02-22
1225,2016-02-21,2.599,2016-02-21
1226,2016-02-20,2.648,2016-02-20
1227,2016-02-19,2.66,2016-02-19
1228,2016-02-18,2.673,2016-02-18
1229,2016-02-17,2.685,2016-02-17
1230,2016-02-16,2.695,2016-02-16
1231,2016-02-15,2.705,2016-02-15
1232,2016-02-14,2.687,2016-02-14
1233,2016-02-13,2.652,2016-02-13
1234,2016-02-12,2.666,2016-02-12
1235,2016-02-11,2.641,2016-02-11
1236,2016-02-10,2.636,2016-02-10
1237,2016-02-09,2.639,2016-02-09
1238,2016-02-08,2.644,2016-02-08
1239,2016-02-07,2.652,2016-02-07
1240,2016-02-06,2.651,2016-02-06
1241,2016-02-05,2.636,2016-02-05
1242,2016-02-04,2.659,2016-02-04
1243,2016-02-03,2.66,2016-02-03
1244,2016-02-02,2.663,2016-02-02
1245,2016-02-01,2.662,2016-02-01
1246,2016-01-31,2.672,2016-01-31
1247,2016-01-30,2.67,2016-01-30
1248,2016-01-29,2.668,2016-01-29
1249,2016-01-28,2.688,2016-01-28
1250,2016-01-27,2.686,2016-01-27
1251,2016-01-26,2.673,2016-01-26
1252,2016-01-25,2.668,2016-01-25
1253,2016-01-24,2.692,2016-01-24
1254,2016-01-23,2.696,2016-01-23
1255,2016-01-22,2.701,2016-01-22
1256,2016-01-21,2.679,2016-01-21
1257,2016-01-20,2.711,2016-01-20
1258,2016-01-19,2.724,2016-01-19
1259,2016-01-18,2.733,2016-01-18
1260,2016-01-17,2.703,2016-01-17
1261,2016-01-16,2.701,2016-01-16
1262,2016-01-15,2.699,2016-01-15
1263,2016-01-14,2.713,2016-01-14
1264,2016-01-13,2.696,2016-01-13
1265,2016-01-12,2.697,2016-01-12
1266,2016-01-11,2.697,2016-01-11
1267,2016-01-10,2.685,2016-01-10
1268,2016-01-09,2.687,2016-01-09
1269,2016-01-08,2.689,2016-01-08
1270,2016-01-07,2.681,2016-01-07
1271,2016-01-06,2.668,2016-01-06
1272,2016-01-05,2.664,2016-01-05
1273,2016-01-04,2.676,2016-01-04
1274,2016-01-03,2.688,2016-01-03
1275,2016-01-02,2.693,2016-01-02
1276,2016-01-01,2.698,2016-01-01
1277,2015-12-31,2.703,2015-12-31
1278,2015-12-30,2.713,2015-12-30
1279,2015-12-29,2.715,2015-12-29
1280,2015-12-28,2.699,2015-12-28
1281,2015-12-27,2.702,2015-12-27
1282,2015-12-26,2.704,2015-12-26
1283,2015-12-25,2.705,2015-12-25
1284,2015-12-24,2.707,2015-12-24
1285,2015-12-23,2.714,2015-12-23
1286,2015-12-22,2.72,2015-12-22
1287,2015-12-21,2.726,2015-12-21
1288,2015-12-20,2.793,2015-12-20
1289,2015-12-19,2.796,2015-12-19
1290,2015-12-18,2.798,2015-12-18
1291,2015-12-17,2.802,2015-12-17
1292,2015-12-16,2.8,2015-12-16
1293,2015-12-15,2.805,2015-12-15
1294,2015-12-14,2.805,2015-12-14
1295,2015-12-13,2.756,2015-12-13
1296,2015-12-12,2.755,2015-12-12
1297,2015-12-11,2.754,2015-12-11
1298,2015-12-10,2.753,2015-12-10
1299,2015-12-09,2.759,2015-12-09
1300,2015-12-08,2.781,2015-12-08
1301,2015-12-07,2.779,2015-12-07
1302,2015-12-06,2.755,2015-12-06
1303,2015-12-05,2.755,2015-12-05
1304,2015-12-04,2.756,2015-12-04
1305,2015-12-03,2.76,2015-12-03
1306,2015-12-02,2.76,2015-12-02
1307,2015-12-01,2.733,2015-12-01
1308,2015-11-30,2.738,2015-11-30
1309,2015-11-29,2.755,2015-11-29
1310,2015-11-28,2.755,2015-11-28
1311,2015-11-27,2.756,2015-11-27
1312,2015-11-26,2.756,2015-11-26
1313,2015-11-25,2.778,2015-11-25
1314,2015-11-24,2.798,2015-11-24
1315,2015-11-23,2.813,2015-11-23
1316,2015-11-22,2.816,2015-11-22
1317,2015-11-21,2.819,2015-11-21
1318,2015-11-20,2.822,2015-11-20
1319,2015-11-19,2.825,2015-11-19
1320,2015-11-18,2.805,2015-11-18
1321,2015-11-17,2.79,2015-11-17
1322,2015-11-16,2.828,2015-11-16
1323,2015-11-15,2.849,2015-11-15
1324,2015-11-14,2.86,2015-11-14
1325,2015-11-13,2.871,2015-11-13
1326,2015-11-12,2.886,2015-11-12
1327,2015-11-11,2.894,2015-11-11
1328,2015-11-10,2.915,2015-11-10
1329,2015-11-09,2.899,2015-11-09
1330,2015-11-08,2.883,2015-11-08
1331,2015-11-07,2.885,2015-11-07
1332,2015-11-06,2.887,2015-11-06
1333,2015-11-05,2.881,2015-11-05
1334,2015-11-04,2.895,2015-11-04
1335,2015-11-03,2.899,2015-11-03
1336,2015-11-02,2.879,2015-11-02
1337,2015-11-01,2.887,2015-11-01
1338,2015-10-31,2.898,2015-10-31
1339,2015-10-30,2.909,2015-10-30
1340,2015-10-29,2.93,2015-10-29
1341,2015-10-28,2.929,2015-10-28
1342,2015-10-27,2.944,2015-10-27
1343,2015-10-26,2.957,2015-10-26
1344,2015-10-25,3.011,2015-10-25
1345,2015-10-24,3.017,2015-10-24
1346,2015-10-23,3.024,2015-10-23
1347,2015-10-22,3.021,2015-10-22
1348,2015-10-21,3.025,2015-10-21
1349,2015-10-20,3.029,2015-10-20
1350,2015-10-19,3.028,2015-10-19
1351,2015-10-18,2.977,2015-10-18
1352,2015-10-17,2.975,2015-10-17
1353,2015-10-16,3.018,2015-10-16
1354,2015-10-15,3.011,2015-10-15
1355,2015-10-14,3.187,2015-10-14
1356,2015-10-13,3.171,2015-10-13
1357,2015-10-12,3.171,2015-10-12
1358,2015-10-11,3.17,2015-10-11
1359,2015-10-10,3.172,2015-10-10
1360,2015-10-09,3.128,2015-10-09
1361,2015-10-08,3.133,2015-10-08
1362,2015-10-07,2.958,2015-10-07
1363,2015-10-06,2.951,2015-10-06
1364,2015-10-05,2.948,2015-10-05
1365,2015-10-04,2.968,2015-10-04
1366,2015-10-03,2.971,2015-10-03
1367,2015-10-02,2.974,2015-10-02
1368,2015-10-01,2.988,2015-10-01
1369,2015-09-30,2.999,2015-09-30
1370,2015-09-29,3.017,2015-09-29
1371,2015-09-28,3.046,2015-09-28
1372,2015-09-27,3.067,2015-09-27
1373,2015-09-26,3.087,2015-09-26
1374,2015-09-25,3.108,2015-09-25
1375,2015-09-24,3.117,2015-09-24
1376,2015-09-23,3.147,2015-09-23
1377,2015-09-22,3.162,2015-09-22
1378,2015-09-21,3.162,2015-09-21
1379,2015-09-20,3.18,2015-09-20
1380,2015-09-19,3.186,2015-09-19
1381,2015-09-18,3.192,2015-09-18
1382,2015-09-17,3.214,2015-09-17
1383,2015-09-16,3.212,2015-09-16
1384,2015-09-15,3.232,2015-09-15
1385,2015-09-14,3.246,2015-09-14
1386,2015-09-13,3.217,2015-09-13
1387,2015-09-12,3.303,2015-09-12
1388,2015-09-11,3.301,2015-09-11
1389,2015-09-10,3.284,2015-09-10
1390,2015-09-09,3.273,2015-09-09
1391,2015-09-08,3.261,2015-09-08
1392,2015-09-07,3.249,2015-09-07
1393,2015-09-06,3.258,2015-09-06
1394,2015-09-05,3.169,2015-09-05
1395,2015-09-04,3.168,2015-09-04
1396,2015-09-03,3.17,2015-09-03
1397,2015-09-02,3.177,2015-09-02
1398,2015-09-01,3.192,2015-09-01
1399,2015-08-31,3.238,2015-08-31
1400,2015-08-30,3.254,2015-08-30
1401,2015-08-29,3.256,2015-08-29
1402,2015-08-28,3.259,2015-08-28
1403,2015-08-27,3.262,2015-08-27
1404,2015-08-26,3.26,2015-08-26
1405,2015-08-25,3.248,2015-08-25
1406,2015-08-24,3.208,2015-08-24
1407,2015-08-23,3.23,2015-08-23
1408,2015-08-22,3.234,2015-08-22
1409,2015-08-21,3.237,2015-08-21
1410,2015-08-20,3.246,2015-08-20
1411,2015-08-19,3.253,2015-08-19
1412,2015-08-18,3.256,2015-08-18
1413,2015-08-17,3.274,2015-08-17
1414,2015-08-16,3.248,2015-08-16
1415,2015-08-15,3.248,2015-08-15
1416,2015-08-14,3.248,2015-08-14
1417,2015-08-13,3.241,2015-08-13
1418,2015-08-12,3.24,2015-08-12
1419,2015-08-11,3.249,2015-08-11
1420,2015-08-10,3.238,2015-08-10
1421,2015-08-09,3.224,2015-08-09
1422,2015-08-08,3.228,2015-08-08
1423,2015-08-07,3.232,2015-08-07
1424,2015-08-06,3.237,2015-08-06
1425,2015-08-05,3.238,2015-08-05
1426,2015-08-04,3.235,2015-08-04
1427,2015-08-03,3.236,2015-08-03
1428,2015-08-02,3.263,2015-08-02
1429,2015-08-01,3.272,2015-08-01
1430,2015-07-31,3.282,2015-07-31
1431,2015-07-30,3.307,2015-07-30
1432,2015-07-29,3.318,2015-07-29
1433,2015-07-28,3.323,2015-07-28
1434,2015-07-27,3.333,2015-07-27
1435,2015-07-26,3.339,2015-07-26
1436,2015-07-25,3.349,2015-07-25
1437,2015-07-24,3.359,2015-07-24
1438,2015-07-23,3.352,2015-07-23
1439,2015-07-22,3.365,2015-07-22
1440,2015-07-21,3.381,2015-07-21
1441,2015-07-20,3.435,2015-07-20
1442,2015-07-19,3.444,2015-07-19
1443,2015-07-18,3.45,2015-07-18
1444,2015-07-17,3.456,2015-07-17
1445,2015-07-16,3.462,2015-07-16
1446,2015-07-15,3.467,2015-07-15
1447,2015-07-14,3.469,2015-07-14
1448,2015-07-13,3.431,2015-07-13
1449,2015-07-12,3.421,2015-07-12
1450,2015-07-11,3.421,2015-07-11
1451,2015-07-10,3.42,2015-07-10
1452,2015-07-09,3.42,2015-07-09
1453,2015-07-08,3.415,2015-07-08
1454,2015-07-07,3.409,2015-07-07
1455,2015-07-06,3.405,2015-07-06
1456,2015-07-05,3.406,2015-07-05
1457,2015-07-04,3.416,2015-07-04
1458,2015-07-03,3.426,2015-07-03
1459,2015-07-02,3.435,2015-07-02
1460,2015-07-01,3.461,2015-07-01
1461,2015-06-30,3.483,2015-06-30
1462,2015-06-29,3.51,2015-06-29
1463,2015-06-28,3.541,2015-06-28
1464,2015-06-27,3.568,2015-06-27
1465,2015-06-26,3.595,2015-06-26
1466,2015-06-25,3.626,2015-06-25
1467,2015-06-24,3.641,2015-06-24
1468,2015-06-23,3.673,2015-06-23
1469,2015-06-22,3.714,2015-06-22
1470,2015-06-21,3.757,2015-06-21
1471,2015-06-20,3.805,2015-06-20
1472,2015-06-19,3.853,2015-06-19
1473,2015-06-18,3.898,2015-06-18
1474,2015-06-17,3.946,2015-06-17
1475,2015-06-16,3.98,2015-06-16
1476,2015-06-15,4.006,2015-06-15
1477,2015-06-14,4.018,2015-06-14
1478,2015-06-13,4.026,2015-06-13
1479,2015-06-12,4.034,2015-06-12
1480,2015-06-11,4.043,2015-06-11
1481,2015-06-10,4.045,2015-06-10
1482,2015-06-09,4.046,2015-06-09
1483,2015-06-08,4.044,2015-06-08
1484,2015-06-07,4.047,2015-06-07
1485,2015-06-06,4.04,2015-06-06
1486,2015-06-05,4.033,2015-06-05
1487,2015-06-04,4.024,2015-06-04
1488,2015-06-03,4.016,2015-06-03
1489,2015-06-02,4.013,2015-06-02
1490,2015-06-01,4.013,2015-06-01
1491,2015-05-31,4.02,2015-05-31
1492,2015-05-30,4.034,2015-05-30
1493,2015-05-29,4.047,2015-05-29
1494,2015-05-28,4.08,2015-05-28
1495,2015-05-27,4.1,2015-05-27
1496,2015-05-26,4.132,2015-05-26
1497,2015-05-25,4.166,2015-05-25
1498,2015-05-24,4.185,2015-05-24
1499,2015-05-23,4.195,2015-05-23
1500,2015-05-22,4.204,2015-05-22
1501,2015-05-21,4.202,2015-05-21
1502,2015-05-20,4.229,2015-05-20
1503,2015-05-19,4.239,2015-05-19
1504,2015-05-18,4.238,2015-05-18
1505,2015-05-17,4.252,2015-05-17
1506,2015-05-16,4.266,2015-05-16
1507,2015-05-15,4.279,2015-05-15
1508,2015-05-14,4.296,2015-05-14
1509,2015-05-13,4.288,2015-05-13
1510,2015-05-12,4.284,2015-05-12
1511,2015-05-11,4.273,2015-05-11
1512,2015-05-10,4.26,2015-05-10
1513,2015-05-09,4.257,2015-05-09
1514,2015-05-08,4.253,2015-05-08
1515,2015-05-07,4.241,2015-05-07
1516,2015-05-06,4.236,2015-05-06
1517,2015-05-05,4.241,2015-05-05
1518,2015-05-04,4.253,2015-05-04
1519,2015-05-03,4.266,2015-05-03
1520,2015-05-02,4.269,2015-05-02
1521,2015-05-01,4.272,2015-05-01
1522,2015-04-30,4.275,2015-04-30
1523,2015-04-29,4.288,2015-04-29
1524,2015-04-28,4.299,2015-04-28
1525,2015-04-27,4.311,2015-04-27
1526,2015-04-26,4.344,2015-04-26
1527,2015-04-25,4.366,2015-04-25
1528,2015-04-24,4.388,2015-04-24
1529,2015-04-23,4.411,2015-04-23
1530,2015-04-22,4.436,2015-04-22
1531,2015-04-21,4.441,2015-04-21
1532,2015-04-20,4.449,2015-04-20
1533,2015-04-19,4.462,2015-04-19
1534,2015-04-18,4.462,2015-04-18
1535,2015-04-17,4.462,2015-04-17
1536,2015-04-16,4.481,2015-04-16
1537,2015-04-15,4.491,2015-04-15
1538,2015-04-14,4.492,2015-04-14
1539,2015-04-13,4.502,2015-04-13
1540,2015-04-12,4.466,2015-04-12
1541,2015-04-11,4.466,2015-04-11
1542,2015-04-10,4.468,2015-04-10
1543,2015-04-09,4.452,2015-04-09
1544,2015-04-08,4.433,2015-04-08
1545,2015-04-07,4.433,2015-04-07
1546,2015-04-06,4.428,2015-04-06
1547,2015-04-05,4.446,2015-04-05
1548,2015-04-04,4.448,2015-04-04
1549,2015-04-03,4.45,2015-04-03
1550,2015-04-02,4.457,2015-04-02
1551,2015-04-01,4.458,2015-04-01
1552,2015-03-31,4.493,2015-03-31
1553,2015-03-30,4.487,2015-03-30
1554,2015-03-29,4.499,2015-03-29
1555,2015-03-28,4.499,2015-03-28
1556,2015-03-27,4.499,2015-03-27
1557,2015-03-26,4.503,2015-03-26
1558,2015-03-25,4.522,2015-03-25
1559,2015-03-24,4.519,2015-03-24
1560,2015-03-23,4.522,2015-03-23
1561,2015-03-22,4.54,2015-03-22
1562,2015-03-21,4.541,2015-03-21
1563,2015-03-20,4.542,2015-03-20
1564,2015-03-19,4.538,2015-03-19
1565,2015-03-18,4.525,2015-03-18
1566,2015-03-17,4.502,2015-03-17
1567,2015-03-16,4.521,2015-03-16
1568,2015-03-15,4.482,2015-03-15
1569,2015-03-14,4.481,2015-03-14
1570,2015-03-13,4.48,2015-03-13
1571,2015-03-12,4.489,2015-03-12
1572,2015-03-11,4.483,2015-03-11
1573,2015-03-10,4.481,2015-03-10
1574,2015-03-09,4.46,2015-03-09
1575,2015-03-08,4.454,2015-03-08
1576,2015-03-07,4.452,2015-03-07
1577,2015-03-06,4.453,2015-03-06
1578,2015-03-05,4.45,2015-03-05
1579,2015-03-04,4.456,2015-03-04
1580,2015-03-03,4.486,2015-03-03
1581,2015-03-02,4.48,2015-03-02
1582,2015-03-01,4.477,2015-03-01
1583,2015-02-28,4.475,2015-02-28
1584,2015-02-27,4.469,2015-02-27
1585,2015-02-26,4.454,2015-02-26
1586,2015-02-25,4.445,2015-02-25
1587,2015-02-24,4.405,2015-02-24
1588,2015-02-23,4.42,2015-02-23
1589,2015-02-22,4.43,2015-02-22
1590,2015-02-21,4.451,2015-02-21
1591,2015-02-20,4.456,2015-02-20
1592,2015-02-19,4.484,2015-02-19
1593,2015-02-18,4.498,2015-02-18
1594,2015-02-17,4.513,2015-02-17
1595,2015-02-16,4.494,2015-02-16
1596,2015-02-15,4.481,2015-02-15
1597,2015-02-14,4.442,2015-02-14
1598,2015-02-13,4.421,2015-02-13
1599,2015-02-12,4.375,2015-02-12
1600,2015-02-11,4.348,2015-02-11
1601,2015-02-10,4.322,2015-02-10
1602,2015-02-09,4.314,2015-02-09
1603,2015-02-08,4.306,2015-02-08
1604,2015-02-07,4.312,2015-02-07
1605,2015-02-06,4.319,2015-02-06
